year of prodaction,Vehicle Age,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2007,15,SUBARU,IMPREZA 2.5i SPORT WAGON,STATION WAGON - SMALL,2.5,4,A4,X,10.4,7.7,9.2,31,212
2007,15,SUBARU,IMPREZA 2.5i SPORT WAGON,STATION WAGON - SMALL,2.5,4,M5,X,10.7,7.5,9.3,30,214
2007,15,SUBARU,IMPREZA WRX,SUBCOMPACT,2.5,4,M5,Z,11.7,8,10,28,230
2007,15,SUBARU,IMPREZA WRX SPORT WAGON,STATION WAGON - SMALL,2.5,4,M5,Z,11.7,8,10,28,230
2007,15,SUBARU,IMPREZA WRX STI,SUBCOMPACT,2.5,4,M6,Z,12.6,8.8,10.9,26,251
2007,15,SUBARU,LEGACY 2.5GT,COMPACT,2.5,4,AS5,Z,12.1,8.6,10.5,27,242
2007,15,SUBARU,LEGACY 2.5GT,COMPACT,2.5,4,M5,Z,11.7,8,10,28,230
2007,15,SUBARU,LEGACY 2.5GT SPEC B,COMPACT,2.5,4,M6,Z,12.3,8.2,10.5,27,242
2007,15,SUBARU,LEGACY 2.5GT WAGON,STATION WAGON - MID-SIZE,2.5,4,AS5,Z,12.1,8.6,10.5,27,242
2007,15,SUBARU,LEGACY 2.5GT WAGON,STATION WAGON - MID-SIZE,2.5,4,M5,Z,11.7,8,10,28,230
2007,15,SUBARU,LEGACY 2.5i,COMPACT,2.5,4,AS4,X,10.3,7.2,8.9,32,205
2007,15,SUBARU,LEGACY 2.5i,STATION WAGON - MID-SIZE,2.5,4,AS4,X,10.3,7.2,8.9,32,205
2007,15,SUBARU,LEGACY 2.5i,COMPACT,2.5,4,M5,X,10.7,7.5,9.3,30,214
2007,15,SUBARU,LEGACY 2.5i,STATION WAGON - MID-SIZE,2.5,4,M5,X,10.7,7.5,9.3,30,214
2007,15,SUBARU,OUTBACK 2.5i WAGON,SUV,2.5,4,AS4,X,10.6,7.6,9.3,30,214
2007,15,SUBARU,OUTBACK 2.5i WAGON,SUV,2.5,4,M5,X,10.3,7.6,9.1,31,209
2007,15,SUBARU,OUTBACK 2.5XT WAGON,SUV,2.5,4,AS5,Z,11.7,8.4,10.2,28,235
2007,15,SUBARU,OUTBACK 2.5XT WAGON,SUV,2.5,4,M5,Z,11.3,8.1,9.9,29,228
2007,15,SUBARU,OUTBACK 3.0R WAGON,SUV,3,4,AS5,Z,12.2,8.5,10.5,27,242
2007,15,SUZUKI,AERIO,COMPACT,2.3,4,A4,X,9.3,7,8.3,34,191
2007,15,SUZUKI,AERIO,COMPACT,2.3,4,M5,X,9.4,7,8.3,34,191
2007,15,SUZUKI,GRAND VITARA 4X4,SUV,2.7,6,A5,X,12.4,9.3,11,26,253
2007,15,SUZUKI,GRAND VITARA 4X4,SUV,2.7,6,M5,X,13,9.5,11.4,25,262
2007,15,SUZUKI,SWIFT+,COMPACT,1.6,4,A4,X,9.1,6.3,7.8,36,179
2007,15,SUZUKI,SWIFT+,COMPACT,1.6,4,M5,X,8.9,5.9,7.5,38,172
2007,15,SUZUKI,SX4,STATION WAGON - SMALL,2,4,A4,X,9,6.5,7.8,36,179
2007,15,SUZUKI,SX4,STATION WAGON - SMALL,2,4,M5,X,9.2,6.9,8.2,34,189
2007,15,SUZUKI,SX4 JX,STATION WAGON - SMALL,2,4,A4,X,9.2,6.7,8.1,35,186
2007,15,SUZUKI,SX4 JX,STATION WAGON - SMALL,2,4,M5,X,9.5,7.2,8.5,33,196
2007,15,SUZUKI,SX4 JX/JLX AWD,STATION WAGON - SMALL,2,4,A4,X,9.9,7.1,8.6,33,198
2007,15,SUZUKI,SX4 JX/JLX AWD,STATION WAGON - SMALL,2,4,M5,X,10.1,7.6,9,31,207
2007,15,SUZUKI,XL7,SUV,3.6,6,AS5,X,12.9,9,11.2,25,258
2007,15,SUZUKI,XL7 AWD,SUV,3.6,6,AS5,X,13.5,9.5,11.7,24,269
2007,15,TOYOTA,4RUNNER 4X4,SUV,4,6,A5,X,13.5,10.2,12,24,276
2007,15,TOYOTA,4RUNNER 4X4,SUV,4.7,8,A5,X,14.6,11.3,13.1,22,301
2007,15,TOYOTA,AVALON,FULL-SIZE,3.5,6,AS5,X,10.6,7,9,31,207
2007,15,TOYOTA,CAMRY,MID-SIZE,2.4,4,A5,X,9.8,6.5,8.3,34,191
2007,15,TOYOTA,CAMRY,MID-SIZE,2.4,4,M5,X,9.6,6.4,8.2,34,189
2007,15,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,10.7,7,9,31,207
2007,15,TOYOTA,CAMRY HYBRID,MID-SIZE,2.4,4,AV,X,5.7,5.7,5.7,50,131
2007,15,TOYOTA,CAMRY SOLARA,COMPACT,2.4,4,AS5,X,9.5,6.3,8.1,35,186
2007,15,TOYOTA,CAMRY SOLARA,COMPACT,3.3,6,AS5,X,11.5,7.3,9.6,29,221
2007,15,TOYOTA,CAMRY SOLARA CONVERTIBLE,COMPACT,3.3,6,AS5,X,11.6,7.6,9.8,29,225
2007,15,TOYOTA,COROLLA,COMPACT,1.8,4,A4,X,7.8,5.6,6.8,42,156
2007,15,TOYOTA,COROLLA,COMPACT,1.8,4,M5,X,7.1,5.3,6.3,45,145
2007,15,TOYOTA,FJ CRUISER 4X4,SUV,4,6,A5,Z,13.5,10.2,12,24,276
2007,15,TOYOTA,FJ CRUISER 4X4,SUV,4,6,M6,Z,14.5,11.2,13,22,299
2007,15,TOYOTA,HIGHLANDER AWD,SUV,2.4,4,A4,X,11.6,8.7,10.3,27,237
2007,15,TOYOTA,HIGHLANDER AWD,SUV,3.3,6,A5,X,12.7,9,11.1,25,255
2007,15,TOYOTA,HIGHLANDER HYBRID AWD,SUV,3.3,6,AV,X,7.7,8.3,7.9,36,182
2007,15,TOYOTA,MATRIX,STATION WAGON - SMALL,1.8,4,A4,X,8.3,6.3,7.4,38,170
2007,15,TOYOTA,MATRIX,STATION WAGON - SMALL,1.8,4,M5,X,8,6,7.1,40,163
2007,15,TOYOTA,PRIUS,MID-SIZE,1.5,4,AV,X,4,4.2,4.1,69,94
2007,15,TOYOTA,RAV4 AWD,SUV,2.4,4,A4,X,10.1,7.8,9.1,31,209
2007,15,TOYOTA,RAV4 AWD,SUV,3.5,6,A5,X,11.1,7.7,9.6,29,221
2007,15,TOYOTA,SEQUOIA 4X4,SUV - STANDARD,4.7,8,A5,X,15.7,12.1,14.1,20,324
2007,15,TOYOTA,SIENNA,MINIVAN,3.5,6,A5,X,11.7,8.1,10.1,28,232
2007,15,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,A5,X,13.3,9.5,11.6,24,267
2007,15,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,2.7,4,A4,X,11.1,8,9.7,29,223
2007,15,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,2.7,4,M5,X,10.1,7.7,9,31,207
2007,15,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,4,6,A5,X,12.8,9.8,11.5,25,264
2007,15,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,4,6,M6,X,13.5,10.1,12,24,276
2007,15,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,4,6,A5,X,13.4,10.2,11.9,24,274
2007,15,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,4,6,M6,X,14.4,10.9,12.8,22,294
2007,15,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.7,8,AS5,X,15.4,11.7,13.8,20,317
2007,15,TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,4.7,8,AS5,X,15.8,12.1,14.2,20,327
2007,15,TOYOTA,YARIS,SUBCOMPACT,1.5,4,A4,X,7,5.6,6.4,44,147
2007,15,TOYOTA,YARIS,SUBCOMPACT,1.5,4,M5,X,6.9,5.5,6.3,45,145
2007,15,VOLKSWAGEN,CITY GOLF,COMPACT,2,4,A4,X,9.6,7.2,8.5,33,196
2007,15,VOLKSWAGEN,CITY GOLF,COMPACT,2,4,M5,X,9.8,7.1,8.6,33,198
2007,15,VOLKSWAGEN,CITY JETTA,COMPACT,2,4,A4,X,9.6,7.2,8.5,33,196
2007,15,VOLKSWAGEN,CITY JETTA,COMPACT,2,4,M5,X,9.8,7.1,8.6,33,198
2007,15,VOLKSWAGEN,EOS,SUBCOMPACT,2,4,AS6,Z,10.3,6.9,8.8,32,202
2007,15,VOLKSWAGEN,EOS,SUBCOMPACT,2,4,M6,Z,10.1,6.8,8.6,33,198
2007,15,VOLKSWAGEN,EOS,SUBCOMPACT,3.2,6,AS6,Z,10.8,7.5,9.3,30,214
2007,15,VOLKSWAGEN,GTI,COMPACT,2,4,AS6,Z,9.3,6.9,8.2,34,189
2007,15,VOLKSWAGEN,GTI,COMPACT,2,4,M6,Z,10.1,6.8,8.6,33,198
2007,15,VOLKSWAGEN,JETTA,COMPACT,2,4,AS6,Z,9.3,6.9,8.2,34,189
2007,15,VOLKSWAGEN,JETTA,COMPACT,2,4,M6,Z,10.1,6.8,8.6,33,198
2007,15,VOLKSWAGEN,JETTA,COMPACT,2.5,5,AS6,X,11,7.2,9.2,31,212
2007,15,VOLKSWAGEN,JETTA,COMPACT,2.5,5,M5,X,10.7,7.2,9.1,31,209
2007,15,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2.5,5,AS6,X,10.4,6.8,8.8,32,202
2007,15,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2.5,5,M5,X,10.4,7.1,8.9,32,205
2007,15,VOLKSWAGEN,NEW BEETLE CONVERTIBLE,MINICOMPACT,2.5,5,AS6,X,11,7.2,9.2,31,212
2007,15,VOLKSWAGEN,NEW BEETLE CONVERTIBLE,MINICOMPACT,2.5,5,M5,X,10.7,7.2,9.1,31,209
2007,15,VOLKSWAGEN,PASSAT,MID-SIZE,2,4,AS6,Z,10.8,7.1,9.1,31,209
2007,15,VOLKSWAGEN,PASSAT,MID-SIZE,2,4,M6,Z,10.1,6.8,8.6,33,198
2007,15,VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AS6,Z,12.4,7.7,10.3,27,237
2007,15,VOLKSWAGEN,PASSAT 4MOTION,MID-SIZE,3.6,6,AS6,Z,12.8,8.3,10.8,26,248
2007,15,VOLKSWAGEN,PASSAT 4MOTION WAGON,STATION WAGON - MID-SIZE,3.6,6,AS6,Z,12.8,8.3,10.8,26,248
2007,15,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2,4,AS6,Z,10.3,6.9,8.8,32,202
2007,15,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2,4,M6,Z,10.1,6.8,8.6,33,198
2007,15,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,3.6,6,AS6,Z,12.4,7.7,10.3,27,237
2007,15,VOLKSWAGEN,RABBIT,COMPACT,2.5,5,AS6,X,10.5,7.1,9,31,207
2007,15,VOLKSWAGEN,RABBIT,COMPACT,2.5,5,M5,X,10.7,7.2,9.1,31,209
2007,15,VOLKSWAGEN,TOUAREG,SUV,3.6,6,AS6,Z,15.1,11,13.1,22,301
2007,15,VOLKSWAGEN,TOUAREG,SUV,4.2,8,AS6,Z,17.1,11.5,14.6,19,336
2007,15,VOLVO,C70 T5 TURBO,SUBCOMPACT,2.5,5,AS5,Z,11.8,7.5,9.8,29,225
2007,15,VOLVO,C70 T5 TURBO,SUBCOMPACT,2.5,5,M6,Z,11.3,7.3,9.5,30,218
2007,15,VOLVO,S40 2.4i,COMPACT,2.4,5,AS5,Z,10.6,7,9,31,207
2007,15,VOLVO,S40 2.4i,COMPACT,2.4,5,M5,Z,10.9,7.4,9.3,30,214
2007,15,VOLVO,S40 T5 AWD TURBO,COMPACT,2.5,5,AS5,Z,11.7,7.7,9.9,29,228
2007,15,VOLVO,S40 T5 AWD TURBO,COMPACT,2.5,5,M6,Z,11.8,7.7,9.9,29,228
2007,15,VOLVO,S40 T5 TURBO,COMPACT,2.5,5,AS5,Z,11,7.1,9.3,30,214
2007,15,VOLVO,S40 T5 TURBO,COMPACT,2.5,5,M6,Z,11.3,7.3,9.5,30,218
2007,15,VOLVO,S60 2.4,COMPACT,2.4,5,M5,Z,10.9,7.4,9.3,30,214
2007,15,VOLVO,S60 2.5T AWD TURBO,COMPACT,2.5,5,A5,Z,11.9,7.9,10.1,28,232
2007,15,VOLVO,S60 2.5T AWD TURBO,COMPACT,2.5,5,AS5,Z,11.7,7.7,9.9,29,228
2007,15,VOLVO,S60 2.5T TURBO,COMPACT,2.5,5,A5,Z,11.1,7.2,9.3,30,214
2007,15,VOLVO,S60 2.5T TURBO,COMPACT,2.5,5,AS5,Z,11,7.1,9.3,30,214
2007,15,VOLVO,S60 R AWD TURBO,COMPACT,2.5,5,AS6,Z,13.6,8.7,11.4,25,262
2007,15,VOLVO,S60 R AWD TURBO,COMPACT,2.5,5,M6,Z,12.9,8.8,11.1,25,255
2007,15,VOLVO,S60 T5 TURBO,COMPACT,2.4,5,AS5,Z,11.8,7.6,9.9,29,228
2007,15,VOLVO,S60 T5 TURBO,COMPACT,2.4,5,M6,Z,11.4,7.8,9.8,29,225
2007,15,VOLVO,V50 2.4i,STATION WAGON - SMALL,2.4,5,AS5,Z,10.6,7,9,31,207
2007,15,VOLVO,V50 2.4i,STATION WAGON - SMALL,2.4,5,M5,Z,10.9,7.4,9.3,30,214
2007,15,VOLVO,V50 T5 AWD TURBO,STATION WAGON - SMALL,2.5,5,AS5,Z,11.7,7.7,9.9,29,228
2007,15,VOLVO,V50 T5 AWD TURBO,STATION WAGON - SMALL,2.5,5,M6,Z,12.2,8,10.3,27,237
2007,15,VOLVO,V50 T5 TURBO,STATION WAGON - SMALL,2.5,5,AS5,Z,11,7.1,9.3,30,214
2007,15,VOLVO,V50 T5 TURBO,STATION WAGON - SMALL,2.5,5,M6,Z,11.3,7.3,9.5,30,218
2007,15,VOLVO,V70 2.4,STATION WAGON - MID-SIZE,2.4,5,A5,Z,11.3,7.5,9.6,29,221
2007,15,VOLVO,V70 2.4,STATION WAGON - MID-SIZE,2.4,5,M5,Z,10.9,7.4,9.3,30,214
2007,15,VOLVO,V70 2.5T AWD TURBO,STATION WAGON - MID-SIZE,2.5,5,A5,Z,11.9,7.9,10.1,28,232
2007,15,VOLVO,V70 2.5T AWD TURBO,STATION WAGON - MID-SIZE,2.5,5,AS5,Z,11.7,7.7,9.9,29,228
2007,15,VOLVO,V70 2.5T TURBO,STATION WAGON - MID-SIZE,2.5,5,AS5,Z,11.8,7.5,9.8,29,225
2007,15,VOLVO,V70 R AWD TURBO,STATION WAGON - MID-SIZE,2.5,5,AS6,Z,13.6,8.7,11.4,25,262
2007,15,VOLVO,V70 R AWD TURBO,STATION WAGON - MID-SIZE,2.5,5,M6,Z,12.9,8.8,11.1,25,255
2007,15,VOLVO,V70 T5 TURBO,STATION WAGON - MID-SIZE,2.4,5,AS5,Z,11.8,7.6,9.9,29,228
2007,15,VOLVO,V70 T5 TURBO,STATION WAGON - MID-SIZE,2.4,5,M6,Z,12,8.2,10.3,27,237
2007,15,VOLVO,XC70 AWD TURBO,SUV,2.5,5,AS5,Z,12.8,8.8,11,26,253
2007,15,VOLVO,XC90 2.5T AWD TURBO,SUV,2.5,5,AS5,Z,13.7,10,12,24,276
2007,15,VOLVO,XC90 2.5T TURBO,SUV,2.5,5,AS5,Z,13.6,9.5,11.7,24,269
2007,15,VOLVO,XC90 3.2,SUV,3.2,6,AS6,Z,13.9,9.7,12,24,276
2007,15,VOLVO,XC90 3.2 AWD,SUV,3.2,6,AS6,Z,14.6,10,12.5,23,288
2007,15,VOLVO,XC90 V8 AWD,SUV,4.4,8,AS6,Z,16.2,10.6,13.7,21,315
2008,14,ACURA,CSX,COMPACT,2,4,AS5,X,9.5,6.5,8.1,35,186
2008,14,ACURA,CSX,COMPACT,2,4,M5,X,8.7,6.4,7.7,37,177
2008,14,ACURA,CSX,COMPACT,2,4,M6,Z,10.2,6.8,8.7,32,200
2008,14,ACURA,MDX AWD,SUV,3.7,6,AS5,Z,13.8,10,12.1,23,278
2008,14,ACURA,RDX AWD TURBO,SUV,2.3,4,AS5,Z,12.5,9.3,11,26,253
2008,14,ACURA,RL AWD,MID-SIZE,3.5,6,AS5,Z,12.9,8.4,10.8,26,248
2008,14,ACURA,TL,MID-SIZE,3.2,6,AS5,Z,11.6,7.5,9.8,29,225
2008,14,ACURA,TL,MID-SIZE,3.5,6,AS5,Z,12.3,7.8,10.3,27,237
2008,14,ACURA,TL,MID-SIZE,3.5,6,M6,Z,11.6,7.3,9.7,29,223
2008,14,ACURA,TSX,COMPACT,2.4,4,AS5,Z,10.5,7,8.9,32,205
2008,14,ACURA,TSX,COMPACT,2.4,4,M6,Z,10.8,7.2,9.2,31,212
2008,14,ASTON MARTIN,DB9 COUPE,MINICOMPACT,5.9,12,AS6,Z,19.2,11.3,15.6,18,359
2008,14,ASTON MARTIN,DB9 COUPE,MINICOMPACT,5.9,12,M6,Z,20.9,12.3,17,17,391
2008,14,ASTON MARTIN,DB9 VOLANTE,MINICOMPACT,5.9,12,AS6,Z,18.8,11.8,15.7,18,361
2008,14,ASTON MARTIN,DB9 VOLANTE,MINICOMPACT,5.9,12,M6,Z,20.9,12.3,17,17,391
2008,14,ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.3,8,AM6,Z,16.1,10.1,13.4,21,308
2008,14,ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.3,8,M6,Z,17.2,10.8,14.3,20,329
2008,14,AUDI,A3,STATION WAGON - SMALL,2,4,AS6,Z,9.3,6.9,8.2,34,189
2008,14,AUDI,A3,STATION WAGON - SMALL,2,4,M6,Z,10.1,6.8,8.6,33,198
2008,14,AUDI,A3 QUATTRO,STATION WAGON - SMALL,3.2,6,AS6,Z,11.3,8,9.8,29,225
2008,14,AUDI,A4,COMPACT,2,4,AV,Z,9.8,6.7,8.4,34,193
2008,14,AUDI,A4,COMPACT,2,4,M6,Z,10.2,6.3,8.5,33,196
2008,14,AUDI,A4 AVANT QUATTRO,STATION WAGON - SMALL,2,4,AS6,Z,10.8,7.2,9.2,31,212
2008,14,AUDI,A4 AVANT QUATTRO,STATION WAGON - SMALL,2,4,M6,Z,10.6,7,9,31,207
2008,14,AUDI,A4 AVANT QUATTRO,STATION WAGON - SMALL,3.1,6,AS6,Z,12.1,8,10.3,27,237
2008,14,AUDI,A4 AVANT QUATTRO,STATION WAGON - SMALL,3.1,6,M6,Z,13.6,8.1,11.1,25,255
2008,14,AUDI,A4 CABRIOLET,SUBCOMPACT,2,4,AV,Z,9.8,6.7,8.4,34,193
2008,14,AUDI,A4 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AS6,Z,10.8,7.2,9.2,31,212
2008,14,AUDI,A4 CABRIOLET QUATTRO,SUBCOMPACT,3.1,6,AS6,Z,12.5,8.1,10.5,27,242
2008,14,AUDI,A4 QUATTRO,COMPACT,2,4,AS6,Z,10.8,7.2,9.2,31,212
2008,14,AUDI,A4 QUATTRO,COMPACT,2,4,M6,Z,10.6,7,9,31,207
2008,14,AUDI,A4 QUATTRO,COMPACT,3.1,6,AS6,Z,12.1,8,10.3,27,237
2008,14,AUDI,A4 QUATTRO,COMPACT,3.1,6,M6,Z,13.6,8.1,11.1,25,255
2008,14,AUDI,A5 QUATTRO,SUBCOMPACT,3.2,6,AS6,Z,11.6,7.6,9.8,29,225
2008,14,AUDI,A5 QUATTRO,SUBCOMPACT,3.2,6,M6,Z,12.7,7.1,10.2,28,235
2008,14,AUDI,A6 AVANT QUATTRO,STATION WAGON - MID-SIZE,3.1,6,AS6,Z,12.5,8.1,10.5,27,242
2008,14,AUDI,A6 QUATTRO,MID-SIZE,3.1,6,AS6,Z,12.1,8,10.3,27,237
2008,14,AUDI,A6 QUATTRO,MID-SIZE,4.2,8,AS6,Z,13.1,8.8,11.2,25,258
2008,14,AUDI,A8,MID-SIZE,4.2,8,AS6,Z,13.1,8.8,11.2,25,258
2008,14,AUDI,A8L,FULL-SIZE,4.2,8,AS6,Z,13.1,8.8,11.2,25,258
2008,14,AUDI,A8L,FULL-SIZE,6,12,AS6,Z,16.4,10.4,13.7,21,315
2008,14,AUDI,Q7,SUV,3.6,6,AS6,Z,14.9,10.3,12.8,22,294
2008,14,AUDI,Q7,SUV,4.2,8,AS6,Z,17.4,11.8,14.9,19,343
2008,14,AUDI,R8,TWO-SEATER,4.2,8,AS6,Z,16.1,10.6,13.6,21,313
2008,14,AUDI,R8,TWO-SEATER,4.2,8,M6,Z,16.9,10.2,13.9,20,320
2008,14,AUDI,RS4,COMPACT,4.2,8,M6,Z,16.9,10.2,13.9,20,320
2008,14,AUDI,S4,COMPACT,4.2,8,AS6,Z,15.4,9.5,12.7,22,292
2008,14,AUDI,S4,COMPACT,4.2,8,M6,Z,16,10.2,13.4,21,308
2008,14,AUDI,S4 AVANT,STATION WAGON - SMALL,4.2,8,AS6,Z,15.5,9.5,12.8,22,294
2008,14,AUDI,S4 AVANT,STATION WAGON - SMALL,4.2,8,M6,Z,16,10.2,13.4,21,308
2008,14,AUDI,S4 CABRIOLET,SUBCOMPACT,4.2,8,AS6,Z,15.5,9.5,12.8,22,294
2008,14,AUDI,S4 CABRIOLET,SUBCOMPACT,4.2,8,M6,Z,16.2,10.3,13.6,21,313
2008,14,AUDI,S5,SUBCOMPACT,4.2,8,AS6,Z,12.8,8.9,11,26,253
2008,14,AUDI,S5,SUBCOMPACT,4.2,8,M6,Z,15.1,9.4,12.6,22,290
2008,14,AUDI,S6,MID-SIZE,5.2,10,AS6,Z,15.2,10.4,13,22,299
2008,14,AUDI,S8,MID-SIZE,5.2,10,AS6,Z,16.6,10.8,14,20,322
2008,14,AUDI,TT COUPE,SUBCOMPACT,2,4,AS6,Z,9,6.3,7.8,36,179
2008,14,AUDI,TT COUPE QUATTRO,SUBCOMPACT,3.2,6,AS6,Z,11.7,8.3,10.2,28,235
2008,14,AUDI,TT COUPE QUATTRO,SUBCOMPACT,3.2,6,M6,Z,12.6,8.1,10.6,27,244
2008,14,AUDI,TT ROADSTER,TWO-SEATER,2,4,AS6,Z,9.3,6.9,8.2,34,189
2008,14,AUDI,TT ROADSTER QUATTRO,TWO-SEATER,3.2,6,AS6,Z,11.7,8.3,10.2,28,235
2008,14,AUDI,TT ROADSTER QUATTRO,TWO-SEATER,3.2,6,M6,Z,12.6,8.1,10.6,27,244
2008,14,BENTLEY,ARNAGE,MID-SIZE,6.8,8,AS6,Z,22.3,13.9,18.5,15,426
2008,14,BENTLEY,AZURE,MID-SIZE,6.8,8,AS6,Z,22.7,13.1,18.4,15,423
2008,14,BENTLEY,CONTINENTAL FLYING SPUR,MID-SIZE,6,12,AS6,Z,20.8,11.9,16.8,17,386
2008,14,BENTLEY,CONTINENTAL GT,COMPACT,6,12,AS6,Z,20.4,11.6,16.5,17,380
2008,14,BENTLEY,CONTINENTAL GTC,COMPACT,6,12,AS6,Z,20.8,11.9,16.8,17,386
2008,14,BMW,128i CABRIOLET,SUBCOMPACT,3,6,A6,Z,11.4,7.2,9.5,30,218
2008,14,BMW,128i CABRIOLET,SUBCOMPACT,3,6,M6,Z,11.2,7,9.3,30,214
2008,14,BMW,128i COUPE,SUBCOMPACT,3,6,A6,Z,11.1,7,9.3,30,214
2008,14,BMW,128i COUPE,SUBCOMPACT,3,6,M6,Z,11.2,7,9.3,30,214
2008,14,BMW,135i CABRIOLET,SUBCOMPACT,3,6,A6,Z,11.9,7.6,9.9,29,228
2008,14,BMW,135i CABRIOLET,SUBCOMPACT,3,6,M6,Z,12.4,7.7,10.3,27,237
2008,14,BMW,135i COUPE,SUBCOMPACT,3,6,A6,Z,11.7,7.7,9.9,29,228
2008,14,BMW,135i COUPE,SUBCOMPACT,3,6,M6,Z,12,7.9,10.1,28,232
2008,14,BMW,323i,COMPACT,2.5,6,A6,Z,11.2,6.7,9.2,31,212
2008,14,BMW,323i,COMPACT,2.5,6,M6,Z,11.1,6.9,9.2,31,212
2008,14,BMW,328i,COMPACT,3,6,A6,Z,11.1,7,9.3,30,214
2008,14,BMW,328i,COMPACT,3,6,M6,Z,11.2,7,9.3,30,214
2008,14,BMW,328i CABRIOLET,SUBCOMPACT,3,6,A6,Z,11.4,7.2,9.5,30,218
2008,14,BMW,328i CABRIOLET,SUBCOMPACT,3,6,M6,Z,12.2,7.4,10.1,28,232
2008,14,BMW,328i COUPE,SUBCOMPACT,3,6,A6,Z,11.1,7,9.3,30,214
2008,14,BMW,328i COUPE,SUBCOMPACT,3,6,M6,Z,11.2,7,9.3,30,214
2008,14,BMW,328xi,COMPACT,3,6,A6,Z,11.9,7.9,10.1,28,232
2008,14,BMW,328xi,COMPACT,3,6,M6,Z,12.3,7.6,10.2,28,235
2008,14,BMW,328xi COUPE,SUBCOMPACT,3,6,A6,Z,11.9,7.9,10.1,28,232
2008,14,BMW,328xi COUPE,SUBCOMPACT,3,6,M6,Z,12.3,7.6,10.2,28,235
2008,14,BMW,328xi TOURING,STATION WAGON - SMALL,3,6,A6,Z,11.9,7.9,10.1,28,232
2008,14,BMW,328xi TOURING,STATION WAGON - SMALL,3,6,M6,Z,12.3,7.6,10.2,28,235
2008,14,BMW,335i,COMPACT,3,6,A6,Z,11.9,7.6,9.9,29,228
2008,14,BMW,335i,COMPACT,3,6,M6,Z,12.4,7.7,10.3,27,237
2008,14,BMW,335i CABRIOLET,SUBCOMPACT,3,6,A6,Z,11.9,7.6,9.9,29,228
2008,14,BMW,335i CABRIOLET,SUBCOMPACT,3,6,M6,Z,12.4,7.7,10.3,27,237
2008,14,BMW,335i COUPE,SUBCOMPACT,3,6,A6,Z,11.9,7.6,9.9,29,228
2008,14,BMW,335i COUPE,SUBCOMPACT,3,6,M6,Z,12.4,7.7,10.3,27,237
2008,14,BMW,335xi,COMPACT,3,6,A6,Z,12.3,7.9,10.3,27,237
2008,14,BMW,335xi,COMPACT,3,6,M6,Z,12.6,8,10.5,27,242
2008,14,BMW,335xi COUPE,SUBCOMPACT,3,6,A6,Z,12.3,7.9,10.3,27,237
2008,14,BMW,335xi COUPE,SUBCOMPACT,3,6,M6,Z,12.6,8,10.5,27,242
2008,14,BMW,528i,MID-SIZE,3,6,A6,Z,11.4,7.2,9.5,30,218
2008,14,BMW,528i,MID-SIZE,3,6,M6,Z,11.2,7,9.3,30,214
2008,14,BMW,528xi,MID-SIZE,3,6,A6,Z,11.9,7.9,10.1,28,232
2008,14,BMW,528xi,MID-SIZE,3,6,M6,Z,12.3,7.6,10.2,28,235
2008,14,BMW,535i,MID-SIZE,3,6,A6,Z,11.9,7.6,9.9,29,228
2008,14,BMW,535i,MID-SIZE,3,6,M6,Z,12.4,7.7,10.3,27,237
2008,14,BMW,535xi,MID-SIZE,3,6,A6,Z,12.3,7.9,10.3,27,237
2008,14,BMW,535xi,MID-SIZE,3,6,M6,Z,12.6,8,10.5,27,242
2008,14,BMW,535xi TOURING,STATION WAGON - MID-SIZE,3,6,A6,Z,12.8,8.2,10.7,26,246
2008,14,BMW,535xi TOURING,STATION WAGON - MID-SIZE,3,6,M6,Z,13.5,8.5,11.2,25,258
2008,14,BMW,550i,MID-SIZE,4.8,8,A6,Z,13.4,8.5,11.2,25,258
2008,14,BMW,550i,MID-SIZE,4.8,8,M6,Z,14,9.1,11.8,24,271
2008,14,BMW,650i CABRIOLET,SUBCOMPACT,4.8,8,A6,Z,13.8,8.6,11.5,25,264
2008,14,BMW,650i CABRIOLET,SUBCOMPACT,4.8,8,M6,Z,15,9.6,12.6,22,290
